age,covid_trouble_bills,education,enthusiasm,factory_farming_ban,gender,gss_bible,gss_spanking,gss_trust,id,income,loc_county,lv_likely,race,rigged_who_actually_won,social_fb,survey_method,vote2016,vote2020,vote_method,vote_ossoff_perdue,vote_warnock_loeffler,birth_control,covid_know_dead,covid_positive,covid_reduced_work,loc_east_west,loc_north_south,lv_thought,rigged_trump_concede,rigged_vote_counts,slaughterhouse_ban,urban_rural,vegetarian_imperative
Under 65,Yes,"Some college, no degree",More enthusiastic,Agree,Female,Book of fables,Disagree,Can't be too careful,prolific_61ead35b719dc28fa0325069aa914c0a4ee2b3315a640118c9424a77,"Under $15,000",Another county in Georgia,Somewhat likely,"White, not Hispanic",Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Some,Yes,Definitely Yes,Agree,Suburban,Disagree
Under 65,Yes,"Some college, no degree",Less enthusiastic,Don't know,Female,Book of fables,Disagree,Can't be too careful,prolific_f61f5aafe045f6d2ca64802370d47a188f3d50e5d8c766fdafc5c4f5,"Between $15,000 and $49,999",Another county in Georgia,Very likely,Other,Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Suburban,Don't know
65+,No,Completed graduate school,Less enthusiastic,Agree,Female,Inspired word,Disagree,Can't be too careful,prolific_7e9f74515c5790ad8603615d0c21fea1406782c9c9aea64b4e4699c2,"Over $150,000",Another county in Georgia,Likely,"White, not Hispanic",Donald Trump,Yes,Online,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Disagree,Yes,No,Yes,Closer to South Carolina,Closer to Tennessee,Some,Yes,Probably Yes,Agree,Rural,Don't know
Under 65,No,"Some college, no degree",More enthusiastic,Don't know,Female,Inspired word,Disagree,Can't be too careful,prolific_739433e1a12c79f9cd6dfe25119d920b45c0896bdb31f7560c0caeb6,"Between $50,000 and $74,999","Cobb County, GA",Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Other,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Don't know,Suburban,Don't know
Under 65,No,"Some college, no degree",Less enthusiastic,Don't know,Female,Book of fables,Don't know,Can trust,prolific_b347d789353d73fcfd809ff1deb42ed243973773083cce3f00cf7f14,"Over $150,000",Another county in Georgia,,"White, not Hispanic",Joe Biden,Yes,Online,Donald Trump,Donald Trump,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Some,Yes,Probably Yes,Disagree,Rural,Disagree
Under 65,No,Graduated from college,More enthusiastic,Agree,Male,Book of fables,Disagree,Can trust,prolific_c54fa503e467e199df51fc5bdf4e32d358540da7f93ba1e4eb592203,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Suburban,Disagree
Under 65,Yes,Graduated from college,About the same,Don't know,Male,Inspired word,Agree,Can't be too careful,prolific_f3274c5c028a0ad1e1f7b7b0bc4c9ed035dc5c4361a03492ade2692d,"Between $15,000 and $49,999","Fulton County, GA",Very likely,Other,Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Agree,Suburban,Disagree
Under 65,Yes,Graduated from college,More enthusiastic,Agree,Female,Book of fables,Disagree,Can't be too careful,prolific_08f088542fbb224bd3992ccb438944914db99feb5d8b5e248c040dca,"Between $15,000 and $49,999","Fulton County, GA",Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Urban,Agree
Under 65,Yes,Graduated from high school,More enthusiastic,Don't know,Female,Word of God,Disagree,Don't know,prolific_4e50df6eb7ab0091f6c61cef6a99b0d80d7da65459d3a6fc3f73fc0f,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"Black, non-Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to Alabama,Closer to Florida,Some,Yes,Definitely Yes,Don't know,Urban,Don't know
Under 65,No,Graduated from high school,More enthusiastic,Agree,Male,Inspired word,Disagree,Can trust,prolific_c39ba7535fe296c32255994d241daf385f094afae5d50b0014d55f65,"Under $15,000",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Agree,Rural,Don't know
Under 65,No,Graduated from high school,Less enthusiastic,Agree,Female,Word of God,Agree,Can't be too careful,prolific_93df3418e4def3a48002af0ea57953859d518dd3808c956f26ddf11a,"Between $100,000 and $150,000",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,Online,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Disagree,No,No,No,Closer to Alabama,Closer to Florida,Quite a lot,No,Definitely No,Agree,Rural,Agree
Under 65,No,"Some college, no degree",About the same,Don't know,Female,Inspired word,Disagree,Can't be too careful,prolific_2bed0fcdf52fa2f32777c611363c7cbf5dfe72c15535b2785b08b8cc,"Between $15,000 and $49,999","Gwinnett County, GA",Very likely,"White, not Hispanic",Donald Trump,Yes,Online,Donald Trump,Donald Trump,I will vote on election day,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to South Carolina,Closer to Tennessee,Some,No,Probably No,Disagree,Suburban,Disagree
Under 65,No,"Some college, no degree",More enthusiastic,Agree,Male,Book of fables,Disagree,Don't know,prolific_e01ceccedbdcc084f8092d927e1fbab0a602c8af607b2ca9751b7fbd,"Over $150,000","Fulton County, GA",,"Black, non-Hispanic",Joe Biden,No,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,No,Closer to Alabama,Closer to Tennessee,Some,Yes,Probably Yes,Agree,Suburban,Agree
Under 65,Yes,"Some college, no degree",More enthusiastic,Don't know,Male,Book of fables,Agree,Can trust,prolific_6e68ccfb5b35c2ccb631fed5c4bfdd59ad9625004368570b59be0a26,"Between $75,000 and $99,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to South Carolina,Closer to Florida,Quite a lot,Yes,Definitely Yes,Don't know,Suburban,Disagree
65+,No,Completed graduate school,About the same,Agree,Male,Book of fables,Agree,Can't be too careful,prolific_8daacf16aa2e9414e22b1337d16bb5aee3b7cb14ca5a842de27b062b,"Between $15,000 and $49,999","Fulton County, GA",,"White, not Hispanic",Joe Biden,No,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Agree,Urban,Agree
Under 65,No,Graduated from college,More enthusiastic,Agree,Female,Inspired word,Don't know,Can trust,prolific_fa1e2bc21457162cd74a59f048d155c144c624b38c52fb2331887706,"Over $150,000","Fulton County, GA",Very likely,"Black, non-Hispanic",Joe Biden,No,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Agree,Suburban,Don't know
Under 65,No,Graduated from college,Less enthusiastic,Agree,Male,Inspired word,Agree,Can't be too careful,prolific_071e344f9f24fca4188e327b7af5604f02b04570b7446c2261b51ac3,"Between $100,000 and $150,000","Gwinnett County, GA",Likely,Other,Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Agree,Yes,No,No,Closer to South Carolina,Closer to Tennessee,Some,Yes,Probably Yes,Agree,Suburban,Don't know
Under 65,No,Completed graduate school,Less enthusiastic,Don't know,Male,Book of fables,Don't know,Can trust,prolific_53b6a41ff3fbb7d4f6367fa266b60edc51cc2ea307f1a0fadd8d01d0,"Between $100,000 and $150,000","DeKalb County, GA",,"White, not Hispanic",Joe Biden,Yes,Online,Donald Trump,Other,Absentee by mail,David Perdue,Kelly Loeffler,Disagree,Yes,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Don't know,Suburban,Disagree
Under 65,Yes,Graduated from college,More enthusiastic,Agree,Male,Book of fables,Disagree,Can trust,prolific_1f3ddc2770ad7095652a371e8195227334d1720908776dabaadbc6de,"Between $100,000 and $150,000","Gwinnett County, GA",Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,Yes,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Disagree,Suburban,Disagree
Under 65,No,Completed graduate school,More enthusiastic,Agree,Female,I don't know,Disagree,Can't be too careful,prolific_2af4b7de47e694bda3e73001637b7b5f3c9cdbac458f6d3f603d136c,"Between $50,000 and $74,999","Cobb County, GA",,Hispanic,Joe Biden,No,Online,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Probably No,Agree,Suburban,Agree
Under 65,No,Graduated from college,More enthusiastic,Agree,Female,Inspired word,Don't know,Can trust,prolific_495bde1177ee89fcc5f68281233b36dd919dc9c0751e94ba20ababd7,"Between $15,000 and $49,999","Cobb County, GA",Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Suburban,Don't know
Under 65,No,"Some college, no degree",More enthusiastic,Don't know,Female,Inspired word,Agree,Can't be too careful,prolific_1e187312e2a883aba860f286bd05c2bd65f2e227caeeb8d1d13dbfbd,"Between $100,000 and $150,000",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,Online,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Disagree,No,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,No,Probably Yes,Don't know,Suburban,Disagree
Under 65,Yes,Graduated from college,More enthusiastic,Agree,Male,Book of fables,Disagree,Can trust,prolific_decb74c35137e57736ee1d8b87151881fac87819cf7af1304a440103,"Between $15,000 and $49,999","Fulton County, GA",,Other,Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Don't know,Suburban,Agree
Under 65,No,Graduated from college,More enthusiastic,Agree,Male,Book of fables,Disagree,Can trust,prolific_d476d615651c05b945ee7a8d1a6abdfab2144453eff2e5de510a6b55,"Between $15,000 and $49,999","Fulton County, GA",Very likely,"White, not Hispanic",Joe Biden,No,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to South Carolina,Closer to Tennessee,Some,Yes,Probably Yes,Don't know,Suburban,Disagree
Under 65,No,Graduated from college,About the same,Disagree,Male,Book of fables,Disagree,Can't be too careful,prolific_a665aaccc06ea50b45fe071a7c5da847130db0e587653f66fa0d91ea,"Between $15,000 and $49,999",Another county in Georgia,,"White, not Hispanic",Donald Trump,Yes,Online,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Some,No,Definitely No,Disagree,Rural,Don't know
Under 65,Yes,Graduated from college,Less enthusiastic,Agree,Female,Inspired word,Agree,Can't be too careful,prolific_6cd2273cb64d2177e3c2eabd6caccdb17f8ab5bd032bf0e155f40f3a,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,Online,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Undecided,Disagree,No,No,No,Closer to South Carolina,Closer to Tennessee,Quite a lot,No,Probably No,Agree,Suburban,Disagree
Under 65,No,Graduated from college,About the same,Disagree,Male,Inspired word,Agree,Can't be too careful,prolific_88950a13d6e29b4e88d49b7841f3c13a0d09edf180e857dac039006d,"Between $75,000 and $99,999","Gwinnett County, GA",Very likely,"White, not Hispanic",Don't know / Not sure,Yes,Online,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Disagree,Yes,No,No,Closer to South Carolina,Closer to Tennessee,Only a little,Yes,Definitely Yes,Don't know,Suburban,Disagree
Under 65,No,"Some college, no degree",More enthusiastic,Don't know,Female,Book of fables,Disagree,Can trust,prolific_d432457eb98d8b8cbe703e88741c29f7e4772b1f5b9446d6d4ac3b9b,"Under $15,000","Cobb County, GA",Very likely,Other,Joe Biden,Yes,Online,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Probably Yes,Don't know,Suburban,Disagree
Under 65,No,Completed graduate school,About the same,Don't know,Male,Inspired word,Disagree,Don't know,prolific_12f780fa87839f6ff803886d7498f5a2e867217362726d5c4c845bb2,"Between $75,000 and $99,999",Another county in Georgia,Likely,"White, not Hispanic",Joe Biden,Yes,Online,Other,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Don't know,No,No,Yes,Closer to Alabama,Closer to Tennessee,Some,Yes,Probably Yes,Don't know,Suburban,Disagree
Under 65,No,Completed graduate school,About the same,Don't know,Male,Book of fables,Disagree,Can trust,prolific_6bc240055f5183e11cc4ec8c1edd0c8b2323ad9b2f1a4a57a6044634,"Between $50,000 and $74,999","DeKalb County, GA",Somewhat likely,Other,Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,David Perdue,Undecided,Disagree,No,No,No,Closer to Alabama,Closer to Tennessee,Some,Yes,Probably Yes,Don't know,Suburban,Disagree
Under 65,Yes,Graduated from college,Less enthusiastic,Agree,Female,Book of fables,Disagree,Can't be too careful,prolific_9bf59f659c30f9c830d72b9712847606eceace169c1f95657ed789c6,"Between $100,000 and $150,000",Another county in Georgia,,"White, not Hispanic",Joe Biden,Yes,Online,Did not vote,Other,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,Yes,Yes,Closer to South Carolina,Closer to Tennessee,Some,Yes,Probably Yes,Don't know,Rural,Don't know
65+,No,Graduated from college,More enthusiastic,Don't know,Female,Inspired word,Disagree,Can trust,prolific_9247d72e777d821b2b115ca8e69d0bf952a89f6aaf0c15caf200d869,"Between $100,000 and $150,000","DeKalb County, GA",,"White, not Hispanic",Joe Biden,Yes,Online,Donald Trump,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Agree,Suburban,Disagree
Under 65,Unsure,Graduated from high school,About the same,Don't know,Female,Inspired word,Agree,Can trust,prolific_a3d8fc607a3331e133cdc808d48b6aafc2c14b64eeaaaa77320d5548,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Don't know / Not sure,Yes,Online,Donald Trump,Donald Trump,Early vote in person,David Perdue,Undecided,Disagree,No,No,Yes,Closer to South Carolina,Closer to Tennessee,Some,Don’t know / not sure,Probably Yes,Don't know,Suburban,Disagree
Under 65,No,Graduated from college,More enthusiastic,Don't know,Female,Book of fables,Don't know,Don't know,prolific_5740549b3ef55d8d195820d27e580f6dd1162671497f693ba80b2f1b,"Between $50,000 and $74,999",Another county in Georgia,,"White, not Hispanic",Joe Biden,No,Online,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Don't know,No,No,No,Closer to Alabama,Closer to Tennessee,Some,Yes,Definitely Yes,Don't know,Suburban,Don't know
Under 65,Yes,"Some college, no degree",More enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,prolific_e87bfaa173fba053408b4de1f5a22a49fcf07016ca5d4b75771183fe,"Between $50,000 and $74,999","DeKalb County, GA",Very likely,"Black, non-Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Agree,Suburban,Don't know
Under 65,Yes,Graduated from college,More enthusiastic,Disagree,Male,Book of fables,Agree,Can trust,prolific_0ea47df17ea10d867d47cf94cb3e2296dfb7f9dbad4a181fbdfe9645,"Between $15,000 and $49,999",Another county in Georgia,,Other,Joe Biden,Yes,Online,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,Yes,No,Yes,Closer to South Carolina,Closer to Florida,Quite a lot,Yes,Probably Yes,Don't know,Suburban,Don't know
Under 65,Yes,"Some college, no degree",More enthusiastic,Don't know,Female,I don't know,Agree,Can't be too careful,prolific_3eb33e5f78a59f9437ea7aaff9661af14fe8be8de86ccc0599c70b88,"Between $50,000 and $74,999","Gwinnett County, GA",Very likely,"Black, non-Hispanic",Joe Biden,Yes,Online,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Disagree,No,No,Yes,Closer to South Carolina,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Don't know,Suburban,Don't know
Under 65,Yes,"Some college, no degree",More enthusiastic,Agree,Female,Book of fables,Disagree,Can't be too careful,prolific_42cb8101c700dfa7ae398f97fbc1588f6b0fab7e5a932a8e332a2519,"Under $15,000","DeKalb County, GA",Very likely,"White, not Hispanic",Joe Biden,Yes,Online,Did not vote,Joe Biden,I will vote on election day,Undecided,Raphael Warnock,Disagree,Yes,No,Yes,Closer to Alabama,Closer to Tennessee,Quite a lot,Yes,Definitely Yes,Agree,Urban,Agree
65+,No,Less than high school,More enthusiastic,Agree,Male,Word of God,Agree,Can trust,wick_25c8e2fd1a440c1b2fe8f17d3b0496b7b9721569dffc7115ca14dea7,"Under $15,000",Another county in Georgia,Somewhat likely,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Absentee by mail,Jon Ossoff,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Less than high school,More enthusiastic,Don't know,Female,Word of God,Don't know,Don't know,wick_1cdf0aac426cdbfdc1336b075d67d4789a3510b569a6353879b7b8fb,"Under $15,000",Another county in Georgia,Very likely,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Completed graduate school,Less enthusiastic,Don't know,Female,I don't know,Disagree,Can trust,wick_88cc2d15584ebe3186d99ce40d8458f7f5e6ed32c018aa99757a21e4,"Between $100,000 and $150,000",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,IVR,Did not vote,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
